Table,Field,Code,QC Name,QC Description,Message,Expression,Type of QC,Severity Level,Creation Mode,Status,Valid
Document,documentCode,V122,V122,The value of documentCode must follow the syntax of WISE identifiers,The value of documentCode must follow the syntax of WISE identifiers [V122],"WITH Dataset AS (
    select  record_id,
            documentcode,
            (
            select  concat(
                    '^',
                    '{%R3_COUNTRY_CODE%}',
                    '[0-9A-Z]{1}(([0-9A-Z]|\-(?![\-_])|_(?![\-_])){0,38}[0-9A-Z]{1}){0,1}$'
                )
            ) as regexp
    from   dataset_46377.Document
    where   coalesce(documentcode, '') <> ''
)
select  record_id,
        documentcode
from    Dataset
where   NOT REGEXP_COL_LIKE(documentcode, regexp) 

            ",FIELD,BLOCKER,false,true,true
dcMetadata,,T100,T100,"When a table is marked as mandatory, checks at least one record is added",Mandatory table has no records [T100],,TABLE,BLOCKER,true,true,true
dcMetadata,language,V103,V103,Checks if the field is missing or empty,The value must not be missing or empty [V103],,FIELD,BLOCKER,true,true,true
dcMetadata,language,V101,V101,Checks if the record based on criteria is valid LINK,The value is not a valid member of the referenced list. [V101],,FIELD,BLOCKER,true,true,true
dcMetadata,,RF9999,RF9999,There are reference tables that have to be updated,"The following reference tables have to be updated: {%REFERENCE_TABLES%} . [RF9999] Please, contact helpdesk. [RF9999]","WITH 
-- ============================================================================
-- 1. CHECK THE 'ProtectedArea' DATASET
-- ============================================================================
Expected_PA AS (
    SELECT  snapshotId AS expectedSnapshotId 
    FROM    dataset_46376.ReferenceMetadata 
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
            AND referenceTable = 'ProtectedArea'
),
Observed_PA AS (
    SELECT  DISTINCT snapshotId 
    FROM    dataset_46376.ProtectedArea 
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
),
Mismatch_PA AS (
    SELECT  CASE 
                WHEN O.snapshotId IS NULL THEN 'ProtectedArea is missing expected data: ' || E.expectedSnapshotId
                WHEN E.expectedSnapshotId IS NULL THEN 'ProtectedArea contains unexpected data: ' || O.snapshotId
            END AS validation_error
    FROM    Expected_PA E 
            FULL OUTER JOIN Observed_PA O 
                ON E.expectedSnapshotId = O.snapshotId 
    WHERE   O.snapshotId IS NULL OR E.expectedSnapshotId IS NULL
),

-- ============================================================================
-- 2. CHECK THE 'RelatedZone' DATASET
-- ============================================================================
Expected_RZ AS (
    SELECT  snapshotId AS expectedSnapshotId 
    FROM    dataset_46376.ReferenceMetadata 
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
            AND referenceTable = 'RelatedZone'
),
Observed_RZ AS (
    SELECT  DISTINCT snapshotId 
    FROM    dataset_46376.RelatedZone 
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
),
Mismatch_RZ AS (
    SELECT  CASE 
                WHEN O.snapshotId IS NULL THEN 'RelatedZone is missing expected data: ' || E.expectedSnapshotId
                WHEN E.expectedSnapshotId IS NULL THEN 'RelatedZone contains unexpected data: ' || O.snapshotId
            END AS validation_error
    FROM    Expected_RZ E 
            FULL OUTER JOIN Observed_RZ O 
                ON E.expectedSnapshotId = O.snapshotId 
    WHERE   O.snapshotId IS NULL OR E.expectedSnapshotId IS NULL
),

-- ============================================================================
-- COMBINE ALL RESULTS FOR REPORTNET 3 BLOCKER
-- ============================================================================

Mismatch AS (
    SELECT  LISTAGG(X.validation_error, ' / ') REFERENCE_TABLES
    FROM    (
            SELECT  validation_error FROM Mismatch_PA
            UNION ALL
            SELECT  validation_error FROM Mismatch_RZ
            ) X
    HAVING  count(*) > 0
)

SELECT  case 
            when length(REFERENCE_TABLES) > 3997
                then CONCAT (
                        left(left(REFERENCE_TABLES, 3997), 3997 - position('/' IN reverse(left(REFERENCE_TABLES, 3997))) + 1)
                        ,'...'
                        )
            else REFERENCE_TABLES
        end AS REFERENCE_TABLES,
        (select min(record_id) from dataset_46377.dcMetadata) as record_id
FROM    Mismatch
",TABLE,BLOCKER,false,true,true
dcMetadata,license,V123,V123,Checks if the field is missing or empty,The value must not be missing or empty [V123],,FIELD,BLOCKER,true,true,true
dcMetadata,license,V104,V104,Checks if the record based on criteria is valid LINK,The value is not a valid member of the referenced list. [V104],,FIELD,BLOCKER,true,true,true
Document,hyperlink,V131,V131,The length must be less than or equal to 2100,The length must be less than or equal to 2100. [V131],( LEN( hyperlink ) <= 2100 ),FIELD,BLOCKER,false,true,true
dcMetadata,creatorElectronicMailAddress,V132,V132,The length must be less than or equal to 250,The length must be less than or equal to 250 [V132],( LEN( creatorElectronicMailAddress ) <= 250 ),FIELD,BLOCKER,false,true,true
dcMetadata,includesSpatialData,V133,V133,Checks if the field is missing or empty,The value must not be missing or empty [V133],,FIELD,BLOCKER,true,true,true
dcMetadata,includesDescriptiveData,V136,V136,Checks if the field is missing or empty,The value must not be missing or empty [V136],,FIELD,BLOCKER,true,true,true
dcMetadata,includesSpatialData,V134,V134,includesSpatialData must be a valid YesNo value.,includesSpatialData must be a valid YesNo value. [V134],"SELECT record_id
FROM dataset_46377.""dcmetadata""
WHERE coalesce(""includesspatialdata"",'') NOT IN ('yes','no')",FIELD,BLOCKER,false,true,true
dcMetadata,includesDescriptiveData,V135,V135,includesDescriptiveData must be a valid YesNo value.,includesDescriptiveData must be a valid YesNo value. [V135],"SELECT record_id
FROM dataset_46377.""dcmetadata""
WHERE coalesce(""includesdescriptivedata"",'') NOT IN ('yes','no')",FIELD,BLOCKER,false,true,true
dcMetadata,includesDescriptiveData,R003,R003,It been reported includesDescriptiveData = no,It been reported includesDescriptiveData = no [R003],"select  record_id
from    dataset_46377.dcMetadata
where   ""includesdescriptivedata""= 'no'",RECORD,ERROR,false,true,true
dcMetadata,metadataDocument,R004,R004,metadataDocument must be reported if includesSpatialData = 'yes',metadataDocument must be reported if includesSpatialData = 'yes' [R004],"select  record_id
from    dataset_46377.dcMetadata
where   coalesce(metadataDocument, '') = ''
and     includesSpatialData = 'yes'",RECORD,BLOCKER,false,true,true
dcMetadata,includesSpatialData,R004,R004,metadataDocument must be reported if includesSpatialData = 'yes',metadataDocument must be reported if includesSpatialData = 'yes' [R004],"select  record_id
from    dataset_46377.dcMetadata
where   coalesce(metadataDocument, '') = ''
and     includesSpatialData = 'yes'",RECORD,BLOCKER,false,true,true
dcMetadata,license,R005,R005,"Document(s) about licensing information must be reported if license IN ('exactMatch_CC_BY_4_0', 'narrowMatch_CC_BY_4_0')","Document(s) about licensing information must be reported if license IN ('exactMatch_CC_BY_4_0', 'narrowMatch_CC_BY_4_0') [R005]","select  record_id
from    dataset_46377.dcMetadata
where   license in ('exactMatch_CC_BY_4_0', 'narrowMatch_CC_BY_4_0')
and     coalesce(licenseDocument, '') = ''",RECORD,BLOCKER,false,true,true
dcMetadata,includesSpatialData,XC001,XC001,If includesSpatialData = 'yes' then Spatial dataset cannot be empty,If includesSpatialData = 'yes' then Spatial dataset cannot be empty [XC001],"select  record_id, includesSpatialData
from    dataset_46377.dcMetadata
where   includesSpatialData = 'yes'
and     NOT EXISTS (
            select  1
            from dataset_46374.""protectedarea""
        )",RECORD,BLOCKER,false,true,true
dcMetadata,includesSpatialData,XC002,XC002,If includesSpatialData = 'no' then Spatial dataset must be empty,If includesSpatialData = 'no' then Spatial dataset must be empty [XC002],"select  record_id, includesSpatialData
from    dataset_46377.dcMetadata
where   includesSpatialData = 'no'
and     EXISTS (
            select  1
            from   dataset_46374.""protectedarea""
        )",RECORD,BLOCKER,false,true,true
dcMetadata,includesDescriptiveData,XC003,XC003,If includesdescriptivedata= 'no' then it is not possible to report any waterbody related with the protected area,If includesdescriptivedata= 'no' then it is not possible to report any waterbody related with the protected area [XC003],"select  record_id
from    dataset_46377.dcMetadata dc
where   dc.includesDescriptiveData= 'no'
and     (
        EXISTS (
            select  1
            from    dataset_46598.""swassociatedprotectedarea"" sw
        )
OR      EXISTS (
            select  1
            from    dataset_46598.""gwassociatedprotectedarea"" gw
        )
        )",RECORD,BLOCKER,false,true,true
dcMetadata,includesDescriptiveData,XC004,XC004,If includesdescriptivedata= 'yes' then you need to report a waterbody related with the protected area ,If includesdescriptivedata= 'yes' then you need to report a waterbody related with the protected area [XC004],"select  record_id
from    dataset_46377.dcMetadata dc
where   dc.includesDescriptiveData= 'yes'
and     (
        NOT EXISTS (
            select  1
            from    dataset_46598.""swassociatedprotectedarea"" sw
        )
AND     NOT EXISTS (
            select  1
            from    dataset_46598.""gwassociatedprotectedarea"" gw
        )
        )",RECORD,BLOCKER,false,true,true
dcMetadata,created,V107,V107,Checks if the field is a valid DATE,The value is not a valid date (YYYY-MM-DD) [V107],,FIELD,BLOCKER,true,true,true
