Table,Field,Code,QC Name,QC Description,Message,Expression,Type of QC,Severity Level,Creation Mode,Status,Valid
dcMetadata,includesMonitoringData,R003,R003,The RBD is reported as includesMonitoringData = no,The RBD is reported as includesMonitoringData = no [R003],"SELECT record_id
FROM dataset_37014.""dcmetadata""
WHERE dataset_37014.""dcmetadata"".""includesmonitoringdata"" = 'no'",RECORD,ERROR,FALSE,TRUE,TRUE
dcMetadata,includesSpatialData,R002,R002,"If one RBD is reported as includesSpatialData  = 'yes', then all the RBDs needs to be reported includesSpatialData = 'yes'","If one RBD is reported as includesSpatialData  = 'yes', then all the RBDs needs to be reported includesSpatialData = 'yes' [R002]","SELECT 
    record_id,
    euRBDCode,
    includesSpatialData
FROM dataset_37014.""dcmetadata""
WHERE includesSpatialData = 'no'
AND EXISTS (
    SELECT 1 
    FROM dataset_37014.""dcmetadata""
    WHERE includesSpatialData = 'yes'
)",RECORD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,includesSpatialData,XC001,XC001,If includesSpatialData = 'yes' then Spatial dataset cannot be empty,If includesSpatialData = 'yes' then Spatial dataset cannot be empty [XC001],"SELECT record_id
	,includesspatialdata
FROM dataset_37014.""dcmetadata""
WHERE dataset_37014.""dcmetadata"".""includesspatialdata"" = 'yes'
	AND NOT EXISTS (
		SELECT 1
		FROM dataset_37015.""monitoringsite""
		)
",RECORD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,includesSpatialData,XC002,XC002,If includesSpatialData = 'no' then Spatial dataset must be empty,If includesSpatialData = 'no' then Spatial dataset must be empty [XC002],"SELECT record_id
	,includesspatialdata
FROM dataset_37014.""dcmetadata""
WHERE dataset_37014.""dcmetadata"".""includesspatialdata"" = 'no'
	AND  EXISTS (
		SELECT 1
		FROM dataset_37015.""monitoringsite""
		)
",RECORD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,includesmonitoringdata,XC006,XC006,If includesmonitoringdata= 'no' then it is not possible to report any programme related with the RBD,If includesmonitoringdata= 'no' then it is not possible to report any programme related with the RBD [XC006],"SELECT record_id, dc.""eurbdcode""
FROM dataset_37014.""dcmetadata"" dc
WHERE dc.""includesmonitoringdata"" = 'no'
	AND EXISTS (
		SELECT 1
		FROM dataset_44489.""monitoringprogrammes"" mp
		WHERE mp.""eurbdcode"" = dc.""eurbdcode""
		)
",RECORD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,euRBDCode,RF001_WFD,RF001_WFD,The value must be a valid RBDCode,The value must be a valid RBDCode [RF001_WFD],"SELECT record_id
FROM dataset_37014.""dcmetadata"" dc
WHERE dc.""eurbdcode"" NOT IN (
		SELECT rbd.""thematicididentifier""
		FROM dataset_37016.""riverbasindistrictwfd"" rbd
		WHERE dc.""eurbdcode"" = rbd.""thematicididentifier"" AND
		rbd.""statuscode"" IN (
				'stable'
				,'valid'
				)
		)
	AND EXISTS (
		SELECT 1
		FROM dataset_37016.""country"" c
		WHERE c.""countrycode"" = ('{%R3_COUNTRY_CODE%}')
			AND c.""reportingtype"" = 'WFD'
		)
",FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,,T002_WFD,T002_WFD,"The dcMetadata table must contain one and only one record for each of the country’s river basin districts, identified by the euRBDCode. Identifier missing : Identifier duplicated: ","The dcMetadata table must contain one and only one record for each of the country’s river basin districts, identified by the euRBDCode. Identifier missing Values: {%identifiers%} . Number of invalid values: {%numberofrecords%} [T002_WFD]","SELECT X.record_id
	,CASE 
		WHEN LENGTH(X.ids) > 4000
			THEN CONCAT (
					LEFT(X.ids, CASE 
							WHEN POSITION(',' IN REVERSE(LEFT(X.ids, 3997))) > 0
								THEN 3997 - POSITION(',' IN REVERSE(LEFT(X.ids, 3997)))
							ELSE 3997
							END)
					,'...'
					)
		ELSE X.ids
		END AS identifiers
	,X.numberofrecords
FROM (
	SELECT (
			SELECT record_id
			FROM dataset_37014.""dcmetadata"" limit 1
			) AS record_id
		,listagg(rf.thematicididentifier , ', ') AS ids
		,COUNT(*) AS numberofrecords
	FROM dataset_37016.""riverbasindistrictwfd"" rf
	WHERE rf.thematicididentifier NOT IN (
			SELECT sub.euRBDCode
			FROM dataset_37014.""dcmetadata"" sub
			)
		AND rf.""statuscode"" IN (
			'valid'
			,'stable'
			) 
		AND rf.countrycode = '{%R3_COUNTRY_CODE%}'
	HAVING COUNT(*) > 0
	) X
",TABLE,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,,TU001,TU001,Checks if euRBDCode must be unique within table,Uniqueness and multiplicity constraints - The field euRBDCode must be unique within table [TU001],,TABLE,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,includesmonitoringdata,XC005_WFD,XC005_WFD,If includesmonitoringdata = 'no' then it is not possible to report any Monitoring Code in table Monitoring related with the RBD.,If includesmonitoringdata = 'no' then it is not possible to report any Monitoring Code in table Monitoring related with the RBD. [XC005_WFD],"SELECT record_id, eurbdcode
FROM dataset_37014.""dcmetadata"" DC
WHERE DC.""includesmonitoringdata"" = 'no'
AND EXISTS (
    SELECT 1
    FROM dataset_44489.""monitoring"" M
    LEFT JOIN dataset_37016.""monitoringsitewfd"" RM_WFD 
        ON RM_WFD.""thematicididentifier"" = M.""euMonitoringSiteCode""
    LEFT JOIN dataset_37015.""monitoringsite"" RM_SPATIAL 
        ON RM_SPATIAL.""thematicididentifier"" = M.""euMonitoringSiteCode""
    JOIN dataset_37016.""relatedzonewfd"" RZ 
        ON RZ.""thematicididentifier"" = RM_WFD.""relatedzoneidentifier""
        OR RZ.""thematicididentifier"" = RM_SPATIAL.""featureofinterestidentifier""
    WHERE DC.""eurbdCode"" = RZ.""relatedzoneidentifier""
)	AND EXISTS (
		SELECT 1
		FROM dataset_37016.""country"" c
		WHERE c.""countrycode"" = ('{%R3_COUNTRY_CODE%}')
			AND c.""reportingtype"" = 'WFD'
		)
",RECORD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,includesmonitoringdata,XC008_WFD,XC008_WFD,If includesmonitoringdata = 'no' then it is not possible to report any Monitoring Code in table MonitoringPurpose related with the RBD.,If includesmonitoringdata = 'no' then it is not possible to report any Monitoring Code in table MonitoringPurpose related with the RBD. [XC008_WFD],"SELECT record_id, eurbdcode
FROM dataset_37014.""dcmetadata"" DC
WHERE DC.""includesmonitoringdata"" = 'no'
AND EXISTS (
    SELECT 1
    FROM dataset_44489.""monitoringpurpose"" M
    LEFT JOIN dataset_37016.""monitoringsitewfd"" RM_WFD 
        ON RM_WFD.""thematicididentifier"" = M.""euMonitoringSiteCode""
    LEFT JOIN dataset_37015.""monitoringsite"" RM_SPATIAL 
        ON RM_SPATIAL .""thematicididentifier"" = M.""euMonitoringSiteCode""
    JOIN dataset_37016.""relatedzonewfd"" RZ 
        ON RZ.""thematicididentifier"" = RM_WFD.""relatedzoneidentifier""
        OR RZ.""thematicididentifier"" = RM_SPATIAL.""featureOfInterestIdentifier""
    WHERE DC.""eurbdCode"" = RZ.""relatedzoneidentifier""
)	AND EXISTS (
		SELECT 1
		FROM dataset_37016.""country"" c
		WHERE c.""countrycode"" = ('{%R3_COUNTRY_CODE%}')
			AND c.""reportingtype"" = 'WFD'
		)
",RECORD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,euRBDCode,T404_WFD,T404_WFD,The Monitoring table must always list the groundwater monitoring sites for quantitative monitoring ('EEA_00-01-1') for every river basin district with designated groundwater bodies.,The Monitoring table must always list the groundwater monitoring sites for quantitative monitoring ('EEA_00-01-1') for every river basin district with designated groundwater bodies. [T404_WFD]  Values: {%identifiers%}. Number of missing values: {%numberofrecords%}   [T404_WFD],"

WITH
    -- Retrieve all RBDs for which monitoring data has been submitted.
    rbd_metadata AS (
        SELECT
            euRBDCode,
            record_id
        FROM dataset_37014.""dcmetadata""
        WHERE ""includesMonitoringData"" = 'yes'
    ),

    spatial_flag AS (
        SELECT
            MAX(CASE WHEN ""includesspatialdata"" = 'yes' THEN 1 ELSE 0 END) AS is_spatial
        FROM dataset_37014.""dcmetadata""
    ),

    -- Identify RBDs that contain at least one eligible GWB (valid or stable).
    rbd_with_eligible_gwb AS (
        SELECT
            r.thematicIdIdentifier AS euRBDCode
        FROM dataset_37016.""riverbasindistrictwfd"" r
        WHERE r.statusCode IN ('valid', 'stable')
          AND r.countrycode = '{%R3_COUNTRY_CODE%}'
          AND EXISTS (
                SELECT 1
                FROM dataset_37016.""relatedzonewfd"" rz
                WHERE rz.relatedZoneIdentifier       = r.thematicIdIdentifier
                  AND rz.thematicIdIdentifierScheme  = 'euGroundWaterBodyCode'
                  AND rz.statusCode                 IN ('valid', 'stable')
            )
    ),

    -- Map monitoring sites to their parent RBD via eligible GWBs.
    -- Approach 1 (reference): active when is_spatial = 0 (no spatial data submitted).
    -- Approach 2 (spatial):   active when is_spatial = 1 (spatial data submitted).
    -- The spatial_flag value is read once as a scalar subquery in each WHERE clause.
    sites_linked_to_eligible_gwb AS (

        -- Approach 1: link through the reference dataset (no spatial data submitted)
        SELECT DISTINCT
            gwb.relatedzoneidentifier       AS euRBDCode,
            mref.thematicIdIdentifier       AS euMonitoringSiteCode
        FROM  dataset_44489.""monitoring""              mo
        INNER JOIN dataset_37016.""monitoringsitewfd""  mref
            ON mo.eumonitoringsitecode          = mref.thematicIdIdentifier
        INNER JOIN dataset_37016.""relatedzonewfd""     gwb
            ON mref.relatedzoneidentifier       = gwb.thematicIdIdentifier
        WHERE (SELECT is_spatial FROM spatial_flag) = 0
          AND mref.countrycode                  = '{%R3_COUNTRY_CODE%}'
          AND gwb.thematicIdIdentifierScheme    = 'euGroundWaterBodyCode'
          AND gwb.statusCode                   IN ('valid', 'stable')

        UNION

        -- Approach 2: link through the spatial MonitoringSite dataset (spatial data submitted)
        SELECT DISTINCT
            gwb.relatedzoneidentifier       AS euRBDCode,
            ms.euMonitoringSiteCode
        FROM  dataset_44489.""monitoring""              ms
        INNER JOIN dataset_37015.""monitoringsite""     spatial
            ON ms.euMonitoringSiteCode          = spatial.thematicIdIdentifier
        INNER JOIN dataset_37016.""relatedzonewfd""     gwb
            ON spatial.featureofinterestidentifier = gwb.thematicIdIdentifier
        WHERE (SELECT is_spatial FROM spatial_flag) = 1
          AND gwb.countrycode                   = '{%R3_COUNTRY_CODE%}'
          AND gwb.thematicIdIdentifierScheme    = 'euGroundWaterBodyCode'
          AND gwb.statusCode                   IN ('valid', 'stable')
    ),

    -- Identify RBDs for which parameter EEA_00-01-1 has been reported
    -- through at least one eligible monitoring site.
    rbd_with_param_reported AS (
        SELECT DISTINCT
            s.euRBDCode
        FROM  dataset_44489.""monitoring""          m
        INNER JOIN sites_linked_to_eligible_gwb   s
            ON m.euMonitoringSiteCode = s.euMonitoringSiteCode
        WHERE m.parameterCode = 'EEA_00-01-1'
    )


SELECT
    rm.record_id,
    rm.euRBDCode
FROM  rbd_metadata               rm
INNER JOIN rbd_with_eligible_gwb rg
    ON rm.euRBDCode = rg.euRBDCode
WHERE NOT EXISTS (
        SELECT 1
        FROM rbd_with_param_reported rp
        WHERE rp.euRBDCode = rm.euRBDCode
    )
  -- Guard: only execute this QC for WFD-reporting countries.
  AND EXISTS (
        SELECT 1
        FROM dataset_37016.""country""
        WHERE countryCode   = '{%R3_COUNTRY_CODE%}'
          AND reportingType = 'WFD'
    )",FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,euRBDCode,RF001_WISE5,RF001_WISE5,The value must be a valid RBDCode,The value must be a valid RBDCode [RF001_WISE5],"SELECT record_id
FROM dataset_37014.""dcmetadata"" dc
WHERE dc.""eurbdcode"" NOT IN (
        SELECT rbd.""thematicididentifier""
        FROM dataset_37016.""riverbasindistrictwise5"" rbd
        WHERE dc.""eurbdcode"" = rbd.""thematicididentifier""
          AND rbd.""statuscode"" IN (
                'stable',
                'valid'
              )
    )
    AND EXISTS (
        SELECT 1
        FROM dataset_37016.""country"" c
        WHERE c.""countrycode"" = '{%R3_COUNTRY_CODE%}'
          AND c.""reportingtype"" = 'WISE5'
    )",FIELD,BLOCKER,FALSE,TRUE,TRUE
