Table,Field,Code,QC Name,QC Description,Message,Expression,Type of QC,Severity Level,Creation Mode,Status,Valid
Monitoring,parameterCode,XC405_WFD,XC405_WFD,"parameterCode LIKE 'QE2-%' (Hydromorphological quality elements) is only valid in rivers, lakes, transitional and coastal water bodies.","parameterCode LIKE 'QE2-%' (Hydromorphological quality elements) is only valid in rivers, lakes, transitional and coastal water bodies. [XC405_WFD]","SELECT record_id,  M.""eumonitoringsitecode"", M.""parametercode""
FROM dataset_44489.""monitoring"" M
WHERE M.""parametercode"" LIKE 'QE2%'
AND ( EXISTS (--check relatedzone against spatial data if ""includesspatialdata"" = 'yes'
		SELECT 1
		FROM dataset_37015.""monitoringsite"" MS
		JOIN dataset_37016.""relatedzonewfd"" rz ON rz.""thematicididentifier"" = ms.""featureofinterestidentifier""
		WHERE MS.""thematicididentifier"" = M.""eumonitoringsitecode""
			AND EXISTS (
				SELECT 1
				FROM dataset_37014.""dcmetadata"" dc
				WHERE dc.""eurbdcode"" = rz.""relatedzoneidentifier""
					AND dc.""includesspatialdata"" = 'yes'
				)
			AND rz.""specialisedZoneType"" NOT IN  ('riverWaterBody', 'coastalWaterBody', 'lakeWaterBody', 'transitionalWaterBody'
		))
	OR EXISTS (--check relatedzone against reference data if ""includesspatialdata"" = 'no'
		SELECT 1
		FROM dataset_37016.""monitoringsitewfd"" MR
		JOIN dataset_37016.""relatedzonewfd"" rz ON rz.""thematicididentifier"" = MR.""relatedzoneidentifier""
		WHERE Mr.""thematicididentifier"" = M.""eumonitoringsitecode""
			AND EXISTS (
				SELECT 1
				FROM dataset_37014.""dcmetadata"" dc
				WHERE dc.""eurbdcode"" = rz.""relatedzoneidentifier""
					AND dc.""includesspatialdata"" = 'no'
				)
			AND rz.""specialisedZoneType"" NOT IN  ('riverWaterBody', 'coastalWaterBody', 'lakeWaterBody', 'transitionalWaterBody'
		)
	)
)    and exists (
                select  0
                from    dataset_37016.""country"" C
                where   countryCode = '{%R3_COUNTRY_CODE%}'
                        and reportingType = 'WFD'
                )",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,parameterCode ,XC402_WFD,XC402_WFD,"For sites in surface water bodies, chemical monitoring includes priority substances and river basin specific pollutants.","For sites in surface water bodies, chemical monitoring includes priority substances and river basin specific pollutants. [XC402_WFD]","SELECT m.record_id,  M.""eumonitoringsitecode"", M.""parametercode""
FROM dataset_44489.""monitoring"" M
join dataset_44488.""parametercode"" pc ON PC.""notation"" = M.""parametercode""
WHERE pc.""isSurfaceWaterPollutant"" = 0 AND COALESCE(M.chemicalmatrix, '') <> ''
AND (  EXISTS ( --check relatedzone against spatial data if ""includesspatialdata"" = 'yes'
		SELECT 1
		FROM dataset_37015.""monitoringsite"" MS
		JOIN dataset_37016.""relatedzonewfd"" rz ON rz.""thematicididentifier"" = ms.""featureofinterestidentifier""
		WHERE MS.""thematicididentifier"" = M.""eumonitoringsitecode""
			AND EXISTS (
				SELECT 1
				FROM dataset_37014.""dcmetadata"" dc
				WHERE dc.""eurbdcode"" = rz.""relatedzoneidentifier""
					AND dc.""includesspatialdata"" = 'yes'
				)
			AND rz.""thematicididentifierscheme"" =  ('euSurfaceWaterBodyCode'
		))
	OR EXISTS (--check relatedzone against reference data if ""includesspatialdata"" = 'no'
		SELECT 1
		FROM dataset_37016.""monitoringsitewfd"" MR
		JOIN dataset_37016.""relatedzonewfd"" rz ON rz.""thematicididentifier"" = MR.""relatedzoneidentifier""
		WHERE MR.""thematicididentifier"" = M.""eumonitoringsitecode""
			AND EXISTS (
				SELECT 1
				FROM dataset_37014.""dcmetadata"" dc
				WHERE dc.""eurbdcode"" = rz.""relatedzoneidentifier""
					AND dc.""includesspatialdata"" = 'no'
				)
			AND rz.""thematicididentifierscheme"" =  ('euSurfaceWaterBodyCode')
		
	))
	  -- This QC is for countries reporting under WFD only
            and exists (
                select  0
                from    dataset_37016.""country"" C
                where   countryCode = '{%R3_COUNTRY_CODE%}'
                        and reportingType = 'WFD'
                )",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,parameterCode ,XC403_WFD,XC403_WFD,"For sites in groundwater bodies, chemical monitoring includes priority substances, the pollutants designated as “river basin specific pollutants” (for surface waters), and any other chemical substances where parameterCode LIKE 'CAS%'","For sites in groundwater bodies, chemical monitoring includes priority substances, the pollutants designated as “river basin specific pollutants” (for surface waters), and any other chemical substances where parameterCode LIKE 'CAS%' [XC403_WFD]","SELECT m.record_id,  M.""eumonitoringsitecode"", M.""parametercode""
FROM dataset_44489.""monitoring"" M
join dataset_44488.""parametercode"" pc ON PC.""notation"" = M.""parametercode""
WHERE pc.""isgroundwaterpollutant"" = 0 AND COALESCE(M.chemicalmatrix, '') <> ''
AND ( EXISTS ( --check relatedzone against spatial data if ""includesspatialdata"" = 'yes'
		SELECT 1
		FROM dataset_37015.""monitoringsite"" MS
		JOIN dataset_37016.""relatedzonewfd"" rz ON rz.""thematicididentifier"" = ms.""featureofinterestidentifier""
		WHERE MS.""thematicididentifier"" = M.""eumonitoringsitecode""
			AND EXISTS (
				SELECT 1
				FROM dataset_37014.""dcmetadata"" dc
				WHERE dc.""eurbdcode"" = rz.""relatedzoneidentifier""
					AND dc.""includesspatialdata"" = 'yes'
				)
			AND rz.""thematicididentifierscheme"" =  ('euGroundWaterBodyCode'
		))
	OR EXISTS (--check relatedzone against reference data if ""includesspatialdata"" = 'no'
		SELECT 1
		FROM dataset_37016.""monitoringsitewfd"" MR
		JOIN dataset_37016.""relatedzonewfd"" rz ON rz.""thematicididentifier"" = MR.""relatedzoneidentifier""
		WHERE MR.""thematicididentifier"" = M.""eumonitoringsitecode""
			AND EXISTS (
				SELECT 1
				FROM dataset_37014.""dcmetadata"" dc
				WHERE dc.""eurbdcode"" = rz.""relatedzoneidentifier""
					AND dc.""includesspatialdata"" = 'no'
				)
			AND rz.""thematicididentifierscheme"" =  ('euGroundWaterBodyCode')
		
	))    and exists (
                select  0
                from    dataset_37016.""country"" C
                where   countryCode = '{%R3_COUNTRY_CODE%}'
                        and reportingType = 'WFD'
                )",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringPurpose,,TU402,TU402,Checks if euMonitoringSiteCode is unique within table,The field euMonitoringSiteCode must be unique within table [TU402],,TABLE,BLOCKER,TRUE,TRUE,TRUE
Monitoring,euMonitoringSiteCode,XC401,XC401,The value euMonitoringSiteCode must exist in Spatial dataset with wiseevolutiontype != 'deletion',The value euMonitoringSiteCode must exist in Spatial dataset with wiseevolutiontype != 'deletion' [XC401],"SELECT record_id, m.""eumonitoringsitecode""
FROM dataset_44489.""monitoring"" M
WHERE EXISTS (
		SELECT 1
		FROM dataset_37014.""dcmetadata"" DC
		WHERE DC.""includesspatialdata"" = 'yes'
		)
	AND NOT EXISTS (
		SELECT 1
		FROM dataset_37015.""monitoringsite"" MS
		WHERE MS.""thematicididentifier"" = M.""eumonitoringsitecode""
			AND ms.""wiseevolutiontype"" <>  'deletion'
		)
",FIELD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,lastMonitored,R406,R406,Unknown option in cycle is valid if and only if: lastMonitored = 9999,Unknown option in cycle is valid if and only if: lastMonitored = 9999 [R406],"select record_id, m.""lastmonitored"", ""cycle""
from dataset_44489.""monitoring"" m
WHERE
COALESCE(m.""lastmonitored"", '') <> ''
 AND COALESCE(m.""cycle"" , '') <> ''
 AND 
 (m.""cycle""= 'unknown' AND m.""lastmonitored""<>'9999')
    OR
    (m.""cycle""<> 'unknown' AND m.""lastmonitored""= '9999')",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringProgrammes,euRBDCode,T405_WFD,T405_WFD,"If, for a given river basin district, the option useWaterbaseForMonitoringData = 'yes' is reported in the MonitoringProgrammes table, then the monitoring of physico-chemical and chemical parameters must NOT be reported in the Monitoring table.","If, for a given river basin district, the option useWaterbaseForMonitoringData = 'yes' is reported in the MonitoringProgrammes table, then the monitoring of physico-chemical and chemical parameters must NOT be reported in the Monitoring table. [T405_WFD]","-- =========================================================
-- QC4: Validates that RBDs which declared they use Waterbase
-- as their source for monitoring data (useWaterbaseForMonitoringData = 'yes')
-- have NOT reported any physico-chemical or chemical parameters
-- in the Monitoring table. If they did, those RBDs and the
-- offending monitoring sites are returned as violations.
-- =========================================================
WITH
spatial_flag AS (
    SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
    FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 0. Compute the spatial data flag ONCE.
-- =========================================================

-- =========================================================
-- 1. Identify RBDs that declared Waterbase as their monitoring
--    data source. These RBDs should not have reported any
--    physico-chemical or chemical data in the Monitoring table.
-- =========================================================
rbd_using_waterbase AS (
    SELECT DISTINCT MP.euRBDCode, record_id
    FROM dataset_44489.""monitoringprogrammes"" MP
    WHERE MP.useWaterbaseForMonitoringData = 'yes'
),
-- =========================================================
-- 2. Identify monitoring sites that reported physico-chemical
--    or chemical parameters. QE% and EEA_00-01-1 are excluded
--    as they are the always-mandatory parameters.
-- =========================================================
monitoring_reported_physchem AS (
    SELECT DISTINCT m.eumonitoringsitecode
    FROM dataset_44489.""monitoring"" m
    WHERE m.parameterCode NOT LIKE 'QE%'
      AND m.parameterCode <> 'EEA_00-01-1'
),
-- =========================================================
-- 3a. For countries NOT reporting spatial data:
--     link monitoring sites to their RBD using the WFD
--     reference dataset.
-- =========================================================
sites_via_reference AS (
    SELECT DISTINCT
        swb1.relatedzoneidentifier AS euRBDCode,
        mref.thematicIdIdentifier  AS euMonitoringSiteCode
    FROM monitoring_reported_physchem mo
    INNER JOIN dataset_37016.""monitoringsitewfd"" mref
           ON mo.eumonitoringsitecode    = mref.thematicIdIdentifier
    INNER JOIN dataset_37016.""relatedzonewfd"" swb1
           ON mref.relatedzoneidentifier = swb1.thematicIdIdentifier
   CROSS JOIN spatial_flag sf
    WHERE mref.countrycode               = '{%R3_COUNTRY_CODE%}'
    AND sf.includes_spatial            = 0
      AND swb1.statusCode                IN ('valid', 'stable')  ),
-- =========================================================
-- 3b. For countries reporting spatial data:
--     link monitoring sites to their RBD using the MonitoringSite
--     dataset submitted in the current delivery.
-- =========================================================
sites_via_spatial AS (
    SELECT DISTINCT
        swb2.relatedzoneidentifier AS euRBDCode,
        mo.eumonitoringsitecode    AS euMonitoringSiteCode
    FROM monitoring_reported_physchem mo
    INNER JOIN dataset_37015.""monitoringsite"" spatial
           ON mo.eumonitoringsitecode             = spatial.thematicIdIdentifier
    INNER JOIN dataset_37016.""relatedzonewfd"" swb2
           ON spatial.featureofinterestidentifier = swb2.thematicIdIdentifier
    CROSS JOIN spatial_flag sf
    WHERE swb2.countrycode                        = '{%R3_COUNTRY_CODE%}'
      AND sf.includes_spatial                     = 1
      AND swb2.statusCode                         IN ('valid', 'stable')  
),
-- =========================================================
-- 4. Merge both paths.
--    UNION ALL is safe: branches are mutually exclusive.
-- =========================================================
all_violating_sites AS (
    SELECT euRBDCode, euMonitoringSiteCode FROM sites_via_reference
    UNION ALL
    SELECT euRBDCode, euMonitoringSiteCode FROM sites_via_spatial
)
-- =========================================================
-- RESULT: RBDs that FAIL QC4.
-- An RBD fails if it declared Waterbase as its data source
-- but still reported physico-chemical or chemical monitoring
-- data. Returns each offending RBD and monitoring site pair.
-- =========================================================
SELECT
    r.record_id,
    r.euRBDCode
FROM rbd_using_waterbase r
INNER JOIN all_violating_sites v
        ON r.euRBDCode = v.euRBDCode
ORDER BY r.euRBDCode, v.euMonitoringSiteCode",FIELD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,lastMonitored,R405,R405,Unknown option in frequency is valid if and only if:lastMonitored = 9999 or monitoringCycle = 'once',Unknown option in frequency is valid if and only if:lastMonitored = 9999 or monitoringCycle = 'once' [R405],"select record_id, m.""frequency"", m.""lastmonitored"", ""cycle""
from dataset_44489.""monitoring"" m
WHERE
    (m.""frequency"" = 'unknown'
        AND NOT (m.""lastMonitored"" = '9999' OR m.""cycle""= 'once'))
    OR
    (m.""frequency"" <> 'unknown'
        AND (m.""lastmonitored""= '9999' OR m.""cycle"" = 'once'))",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,lastMonitored,R405,R405,Unknown option in frequency is valid if and only if:lastMonitored = 9999 or monitoringCycle = 'once',Unknown option in frequency is valid if and only if:lastMonitored = 9999 or monitoringCycle = 'once' [R405],"select record_id, m.""frequency"", m.""lastmonitored"", ""cycle""
from dataset_44489.""monitoring"" m
WHERE
    (m.""frequency"" = 'unknown'
        AND NOT (m.""lastMonitored"" = '9999' OR m.""cycle""= 'once'))
    OR
    (m.""frequency"" <> 'unknown'
        AND (m.""lastmonitored""= '9999' OR m.""cycle"" = 'once'))",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,monitoringCycle,XC413_WFD,XC413_WFD,"If a monitoring site is associated with a territorialwater, it must NOT report any parameter codes matching -- 'QE1%' or 'QE2%'.","If a monitoring site is associated with a territorialwater, it must NOT report any parameter codes matching -- 'QE1%' or 'QE2%'. [XC413_WFD]","-- =========================================================
-- QC: If a monitoring site is associated with a territorial
-- water, it must NOT report any parameter codes matching
-- 'QE1%' or 'QE2%'. Returns all violating monitoring records.
-- =========================================================
WITH
-- =========================================================
-- 0. Compute the spatial data flag ONCE.
--    includes_spatial = 1 if spatial data was submitted,
--    0 otherwise.
-- =========================================================
spatial_flag AS (
    SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
    FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 1. For countries NOT reporting spatial data:
--    identify monitoring sites linked to territorial waters
--    using the WFD reference dataset.
-- =========================================================
territorial_sites_ref AS (
    SELECT DISTINCT
        mref.thematicIdIdentifier AS euMonitoringSiteCode
    FROM dataset_37016.""monitoringsitewfd"" mref
    INNER JOIN dataset_37016.""relatedzonewfd"" swb
           ON  mref.relatedzoneidentifier    = swb.thematicIdIdentifier
           AND swb.thematicIdIdentifierScheme = 'euSurfaceWaterBodyCode'
           AND swb.statusCode                IN ('valid', 'stable')
           AND swb.specialisedZoneType       = 'territorialWaters'
    CROSS JOIN spatial_flag sf
    WHERE mref.countrycode     = '{%R3_COUNTRY_CODE%}'
      AND sf.includes_spatial  = 0
),
-- =========================================================
-- 2. For countries reporting spatial data:
--    identify monitoring sites linked to territorial waters
--    using the MonitoringSite dataset from the current delivery.
-- =========================================================
territorial_sites_spatial AS (
    SELECT DISTINCT
        spatial.thematicIdIdentifier AS euMonitoringSiteCode
    FROM dataset_37015.""monitoringsite"" spatial
    INNER JOIN dataset_37016.""relatedzonewfd"" swb
           ON  spatial.featureofinterestidentifier = swb.thematicIdIdentifier
           AND swb.thematicIdIdentifierScheme      = 'euSurfaceWaterBodyCode'
           AND swb.statusCode                      IN ('valid', 'stable')
           AND swb.specialisedZoneType             = 'territorialWaters'
    CROSS JOIN spatial_flag sf
    WHERE swb.countrycode      = '{%R3_COUNTRY_CODE%}'
      AND sf.includes_spatial  = 1
),
-- =========================================================
-- 3. Merge both paths into a single set of monitoring sites
--    associated with territorial waters.
--    UNION ALL is safe: branches are mutually exclusive.
-- =========================================================
all_territorial_sites AS (
    SELECT euMonitoringSiteCode FROM territorial_sites_ref
    UNION ALL
    SELECT euMonitoringSiteCode FROM territorial_sites_spatial
)
-- =========================================================
-- RESULT: Monitoring records that FAIL this QC.
-- A record fails if its monitoring site is linked to a
-- territorial water AND its parameterCode matches QE1% or QE2%.
-- =========================================================
SELECT
    m.record_id,
    m.euMonitoringSiteCode,
    m.parameterCode
FROM dataset_44489.""monitoring"" m
INNER JOIN all_territorial_sites t
        ON m.euMonitoringSiteCode = t.euMonitoringSiteCode
WHERE (m.parameterCode LIKE 'QE1%'
    OR m.parameterCode LIKE 'QE2%')
      and exists (
                select  0
                from    dataset_37016.""country"" C
                where   countryCode = '{%R3_COUNTRY_CODE%}'
                        and reportingType = 'WFD'
                )
ORDER BY m.euMonitoringSiteCode, m.parameterCode",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringProgrammes,euRBDCode,XC411_WFD,XC411_WFD,"If, for a given RBD, useWaterbaseForMonitoringData = 'no' and there are monitoring sites in Surface Water Bodies, then at least one site MUST report a parameterCode NOT LIKE 'QE%'","If, for a given RBD, useWaterbaseForMonitoringData = 'no' and there are monitoring sites in Surface Water Bodies, then at least one site MUST report a parameterCode NOT LIKE 'QE%'. [XC411_WFD]","-- =========================================================
-- QC1 (SWB): For a given RBD where useWaterbaseForMonitoringData = 'no',
-- if there are monitoring sites associated with Surface Water Bodies,
-- at least one of them MUST report a parameterCode NOT LIKE 'QE%'.
-- Triggers an error if no such parameter is found.
-- =========================================================
WITH
spatial_flag AS (
    SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
    FROM dataset_37014.""dcmetadata""
),
rbd_not_using_waterbase AS (
    SELECT DISTINCT MP.euRBDCode, MP.record_id
    FROM dataset_44489.""monitoringprogrammes"" MP
    WHERE MP.useWaterbaseForMonitoringData = 'no'
),
swb_sites_ref AS (
    SELECT DISTINCT
        swb.relatedzoneidentifier AS euRBDCode,
        mref.thematicIdIdentifier AS euMonitoringSiteCode
    FROM dataset_44489.""monitoring"" mo
    INNER JOIN dataset_37016.""monitoringsitewfd"" mref
           ON mo.eumonitoringsitecode             = mref.thematicIdIdentifier
    INNER JOIN dataset_37016.""relatedzonewfd"" swb
           ON mref.relatedzoneidentifier          = swb.thematicIdIdentifier
    CROSS JOIN spatial_flag sf
    WHERE mref.countrycode                        = '{%R3_COUNTRY_CODE%}'
      AND sf.includes_spatial                     = 0
      AND swb.thematicIdIdentifierScheme          ='euSurfaceWaterBodyCode'
      AND swb.statusCode                          IN ('valid', 'stable')
),
swb_sites_spatial AS (
    SELECT DISTINCT
        swb.relatedzoneidentifier    AS euRBDCode,
        spatial.thematicIdIdentifier AS euMonitoringSiteCode
    FROM dataset_44489.""monitoring"" mo
    INNER JOIN dataset_37015.""monitoringsite"" spatial
           ON mo.eumonitoringsitecode               = spatial.thematicIdIdentifier
    INNER JOIN dataset_37016.""relatedzonewfd"" swb
           ON spatial.featureofinterestidentifier   = swb.thematicIdIdentifier
    CROSS JOIN spatial_flag sf
    WHERE swb.countrycode                           = '{%R3_COUNTRY_CODE%}'
      AND sf.includes_spatial                       = 1
      AND swb.thematicIdIdentifierScheme            ='euSurfaceWaterBodyCode'
      AND swb.statusCode                            IN ('valid', 'stable')
),
all_swb_sites AS (
    SELECT euRBDCode, euMonitoringSiteCode FROM swb_sites_ref
    UNION ALL
    SELECT euRBDCode, euMonitoringSiteCode FROM swb_sites_spatial
),
-- ✅ Only NOT LIKE 'QE%' — no EEA_00-01-1 exclusion for SWB
rbds_reporting_physchem AS (
    SELECT DISTINCT s.euRBDCode
    FROM all_swb_sites s
    INNER JOIN dataset_44489.""monitoring"" m
           ON s.euMonitoringSiteCode = m.eumonitoringsitecode
    WHERE m.parameterCode NOT LIKE 'QE%'
)
SELECT
    r.record_id,
    r.euRBDCode
FROM rbd_not_using_waterbase r
INNER JOIN (SELECT DISTINCT euRBDCode FROM all_swb_sites) s
        ON r.euRBDCode = s.euRBDCode
LEFT JOIN rbds_reporting_physchem q
        ON r.euRBDCode = q.euRBDCode
WHERE q.euRBDCode IS NULL and exists (
                select  0
                from    dataset_37016.""country"" C
                where   countryCode = '{%R3_COUNTRY_CODE%}'
                        and reportingType = 'WFD'
                )
ORDER BY r.euRBDCode",FIELD,BLOCKER,FALSE,TRUE,TRUE
MonitoringProgrammes,euRBDCode,XC412_WFD,XC412_WFD,"If, for a given RBD where useWaterbaseForMonitoringData = 'no', if there are monitoring sites associated with Groundwater Bodies, at least one of them MUST report a parameterCode != 'EEA_00-01-1'.","If, for a given RBD where useWaterbaseForMonitoringData = 'no', if there are monitoring sites associated with Groundwater Bodies, at least one of them MUST report a parameterCode != 'EEA_00-01-1'. [XC412_WFD]","-- =========================================================
-- QC2 (GWB): For a given RBD where useWaterbaseForMonitoringData = 'no',
-- if there are monitoring sites associated with Groundwater Bodies,
-- at least one of them MUST report a parameterCode <> 'EEA_00-01-1'.
-- Triggers an error if ALL sites only report 'EEA_00-01-1' and
-- none report any additional physico-chemical parameter.
-- =========================================================
WITH
-- =========================================================
-- 0. Compute the spatial data flag ONCE.
-- =========================================================
spatial_flag AS (
    SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
    FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 1. RBDs that declared they do NOT use Waterbase.
--    These are the only RBDs in scope for this QC.
-- =========================================================
rbd_not_using_waterbase AS (
    SELECT DISTINCT MP.euRBDCode, MP.record_id
    FROM dataset_44489.""monitoringprogrammes"" MP
    WHERE MP.useWaterbaseForMonitoringData = 'no'
),
-- =========================================================
-- 2a. For countries NOT reporting spatial data:
--     identify monitoring sites linked to GWBs
--     using the WFD reference dataset.
-- =========================================================
gwb_sites_ref AS (
    SELECT DISTINCT
        swb.relatedzoneidentifier AS euRBDCode,
        mref.thematicIdIdentifier AS euMonitoringSiteCode
    FROM dataset_44489.""monitoring"" mo
    INNER JOIN dataset_37016.""monitoringsitewfd"" mref
           ON mo.eumonitoringsitecode             = mref.thematicIdIdentifier
    INNER JOIN dataset_37016.""relatedzonewfd"" swb
           ON mref.relatedzoneidentifier          = swb.thematicIdIdentifier
    CROSS JOIN spatial_flag sf
    WHERE mref.countrycode                        = '{%R3_COUNTRY_CODE%}'
      AND sf.includes_spatial                     = 0
      AND swb.thematicIdIdentifierScheme           = 'euGroundWaterBodyCode'
      AND swb.statusCode                          IN ('valid', 'stable')
),
-- =========================================================
-- 2b. For countries reporting spatial data:
--     identify monitoring sites linked to GWBs
--     using the MonitoringSite dataset from current delivery.
-- =========================================================
gwb_sites_spatial AS (
    SELECT DISTINCT
        swb.relatedzoneidentifier    AS euRBDCode,
        spatial.thematicIdIdentifier AS euMonitoringSiteCode
    FROM dataset_44489.""monitoring"" mo
    INNER JOIN dataset_37015.""monitoringsite"" spatial
           ON mo.eumonitoringsitecode               = spatial.thematicIdIdentifier
    INNER JOIN dataset_37016.""relatedzonewfd"" swb
           ON spatial.featureofinterestidentifier   = swb.thematicIdIdentifier
    CROSS JOIN spatial_flag sf
    WHERE swb.countrycode                           = '{%R3_COUNTRY_CODE%}'
      AND sf.includes_spatial                       = 1
      AND swb.thematicIdIdentifierScheme            = 'euGroundWaterBodyCode'
      AND swb.statusCode                            IN ('valid', 'stable')
),
-- =========================================================
-- 3. Merge both paths.
--    UNION ALL is safe: branches are mutually exclusive.
-- =========================================================
all_gwb_sites AS (
    SELECT euRBDCode, euMonitoringSiteCode FROM gwb_sites_ref
    UNION ALL
    SELECT euRBDCode, euMonitoringSiteCode FROM gwb_sites_spatial
),
-- =========================================================
-- 4. Among the GWB sites, find RBDs that DO have at least
--    one site reporting a parameterCode <> 'EEA_00-01-1'.
--    These are the RBDs that PASS the QC.
--    Note: EEA_00-01-1 alone is not sufficient — at least one
--    additional physico-chemical parameter must be reported.
-- =========================================================
rbds_reporting_non_eea AS (
    SELECT DISTINCT s.euRBDCode
    FROM all_gwb_sites s
    INNER JOIN dataset_44489.""monitoring"" m
           ON s.euMonitoringSiteCode = m.eumonitoringsitecode
    WHERE m.parameterCode <> 'EEA_00-01-1'  -- at least one non-EEA parameter
)
-- =========================================================
-- RESULT: RBDs that FAIL QC2.
-- Conditions for failure:
--   1. useWaterbaseForMonitoringData = 'no'
--   2. Has at least one GWB monitoring site
--   3. None of those sites report a parameterCode <> 'EEA_00-01-1'
-- =========================================================
SELECT
    r.record_id,
    r.euRBDCode
FROM rbd_not_using_waterbase r
INNER JOIN (SELECT DISTINCT euRBDCode FROM all_gwb_sites) s
        ON r.euRBDCode = s.euRBDCode
LEFT JOIN rbds_reporting_non_eea q
        ON r.euRBDCode = q.euRBDCode
WHERE q.euRBDCode IS NULL and exists (
                select  0
                from    dataset_37016.""country"" C
                where   countryCode = '{%R3_COUNTRY_CODE%}'
                        and reportingType = 'WFD'
                )
ORDER BY r.euRBDCode",FIELD,BLOCKER,FALSE,TRUE,TRUE
MonitoringPurpose,,T402_WFD,T402_WFD,The MonitoringPurpose table must have one record for each of the monitoringsites being reported for the RBD where includesMonitoringData='yes'.,The MonitoringPurpose table must have one record for each of the monitoringsites  being reported for the RBD where includesMonitoringData='yes'. Values: {%identifiers%} . Number of invalid values: {%numberofrecords%}  [T402_WFD],"SELECT X.record_id,
        CASE
            WHEN LENGTH(X.ids) > 3997 THEN
                CONCAT(
                    LEFT(
                        X.ids,
                        3997 - POSITION(',' IN REVERSE(LEFT(X.ids, 3997)))
                    ),
                    '...'
                )
            ELSE X.ids
        END AS identifiers,
        X.numberofrecords
FROM    (
        SELECT  (SELECT MIN(record_id) FROM dataset_37014.""dcmetadata"") AS record_id,
                listagg(RF.""thematicididentifier"", ', ') AS ids,
                COUNT(*) AS numberofrecords
        FROM    dataset_37015.""monitoringsite"" RF
                LEFT JOIN dataset_44489.""monitoringpurpose"" MP ON
                    MP.""eumonitoringsitecode"" = RF.""thematicididentifier""
                JOIN dataset_37016.""relatedzonewfd"" RZ
                    ON RZ.""thematicididentifier"" = RF.""featureofinterestidentifier""
                JOIN dataset_37014.""dcmetadata"" DC
                    ON DC.""eurbdCode"" = RZ.""relatedzoneidentifier""
        WHERE   EXISTS (
                    SELECT 0
                    FROM dataset_37016.""country"" C
                    WHERE countryCode = '{%R3_COUNTRY_CODE%}'
                        AND reportingType = 'WFD'
                )
                AND DC.""includesmonitoringdata"" = 'yes' and ""includesspatialdata"" ='yes'
                AND MP.""eumonitoringsitecode"" IS NULL
        HAVING COUNT(*) > 0
        ) X
UNION ALL
SELECT X.record_id,
        CASE
            WHEN LENGTH(X.ids) > 3997 THEN
                CONCAT(
                    LEFT(
                        X.ids,
                        3997 - POSITION(',' IN REVERSE(LEFT(X.ids, 3997)))
                    ),
                    '...'
                )
            ELSE X.ids
        END AS identifiers,
        X.numberofrecords
FROM    (
        SELECT  (SELECT MIN(record_id) FROM dataset_37014.""dcmetadata"") AS record_id,
                listagg(RF.""thematicididentifier"", ', ') AS ids,
                COUNT(*) AS numberofrecords
        FROM    dataset_37016.""monitoringsitewfd"" RF
                LEFT JOIN dataset_44489.""monitoringpurpose"" MP ON
                    MP.""eumonitoringsitecode"" = RF.""thematicididentifier""
                JOIN dataset_37016.""relatedzonewfd"" RZ
                    ON RZ.""thematicididentifier"" = RF.""relatedzoneidentifier""
                JOIN dataset_37014.""dcmetadata"" DC
                    ON DC.""eurbdCode"" = RZ.""relatedzoneidentifier""
        WHERE   EXISTS (
                    SELECT 0
                    FROM dataset_37016.""country"" C
                    WHERE countryCode = '{%R3_COUNTRY_CODE%}'
                        AND reportingType = 'WFD' and RF.countryCode=C.countryCode
                )
                AND DC.""includesmonitoringdata"" = 'yes'
                AND ""includesspatialdata"" = 'no' 
                AND MP.""eumonitoringsitecode"" IS NULL
        HAVING COUNT(*) > 0
        ) X",TABLE,BLOCKER,FALSE,TRUE,TRUE
Monitoring,chemicalMatrix,V413,V413,Checks if the record based on criteria is valid LINK,The value is not a valid member of the referenced list. [V413],,FIELD,BLOCKER,TRUE,TRUE,TRUE
Monitoring,chemicalPurpose,V414,V414,Checks if the record based on criteria is valid LINK,The value is not a valid member of the referenced list. [V414],,FIELD,BLOCKER,TRUE,TRUE,TRUE
